source_idx,domain,verdict,reason,exp_goal,quoted_title,doi,resolved_title,container,year,type,match,quality
292,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microplate'","Within the ""Ligation of Sequencing Adapters"" section of the FMDV genome sequencing protocol, what are the exact procedural steps required to successfully attach adapters to purified RNA before sequencing? Please provide the experimental protocol to solve this problem.",Ligation of Sequencing Adapters,10.7717/peerj.9205/supp-1,Table S1: List of 100 barcode adapters sequences for each sequencing primer,,,component,0.396,none
299,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'W'","In the 'Root Whole-Mount Clearing and Staining' phase of this protocol, what are the key sequential steps a researcher follows to move from uncleared root tissue to stained root samples ready for microscopy? Please provide the experimental protocol to solve this problem.",Root Whole-Mount Clearing and Staining,10.1038/protex.2011.251,Whole Mount X-gal Staining v1,,2011,posted-content,0.657,medium
308,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'wells'","In the ""A New Approach for Assessment of Neutrophil Extracellular Traps Through Immunofluorescence Staining in Whole Blood Smears"" protocol, how should the fixation and washing steps be carried out to preserve neutrophil extracellular traps (NETs) on whole blood smears while ensuring removal of exce",A New Approach for Assessment of Neutrophil Extracellular Traps Through Immunofluorescence Staining in Whole Blood Smears,10.21769/bioprotoc.5010,A New Approach for Assessment of Neutrophil Extracellular Traps Through Immunofluorescence Staining in Whole Blood Smears,BIO-PROTOCOL,2024,journal-article,1.0,high
309,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'WELL'","Can you provide a high-level overview of the major experimental phases in the 'A Multi-Color Immunofluorescence Assay to Distinguish Intracellular from External Leishmania Parasites' protocol, from parasite preparation through imaging and data analysis? Please provide the experimental protocol to so",A Multi-Color Immunofluorescence Assay to Distinguish Intracellular from External Leishmania Parasites,10.21769/bioprotoc.5009,A Multi-Color Immunofluorescence Assay to Distinguish Intracellular From External &lt;em&gt;Leishmania&lt;/em&gt; Parasites,BIO-PROTOCOL,2024,journal-article,0.911,high
310,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microplate'","In the ""A Multi-Color Immunofluorescence Assay to Distinguish Intracellular from External Leishmania Parasites"" protocol, what are the precise steps involved in the fixation and washing of infected RAW 264.7 cells prior to immunolabeling? Please provide the experimental protocol to solve this proble",A Multi-Color Immunofluorescence Assay to Distinguish Intracellular from External Leishmania Parasites,10.21769/bioprotoc.5009,A Multi-Color Immunofluorescence Assay to Distinguish Intracellular From External &lt;em&gt;Leishmania&lt;/em&gt; Parasites,BIO-PROTOCOL,2024,journal-article,0.911,high
322,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'wells'","During the harvest and cell lysis stage of the SARS-CoV-2 Nucleocapsid protein purification protocol, what exact sequence of preparatory and lysis steps must be performed on the bacterial culture? Please provide the experimental protocol to solve this problem.",,,,,,,,
323,culture,unverifiable,no_culture_raw,What is the precise sequence of actions required for clarifying the lysate and binding the SARS-CoV-2 Nucleocapsid protein to Ni-NTA beads during the purification process? Please provide the experimental protocol to solve this problem.,,,,,,,,
327,culture,unverifiable,no_culture_raw,"In the 'Immunophenotyping and Intracellular Staining of Fixed Whole Blood for Mass Cytometry (CyTOF)' protocol, what are the key steps involved specifically in the intracellular staining phase? Please provide the experimental protocol to solve this problem.",Immunophenotyping and Intracellular Staining of Fixed Whole Blood for Mass Cytometry (CyTOF),10.21769/bioprotoc.5004,Immunophenotyping and Intracellular Staining of Fixed Whole Blood  for Mass Cytometry (CyTOF),BIO-PROTOCOL,2020,journal-article,0.995,high
328,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microplate'","In the ""Immunophenotyping and Intracellular Staining of Fixed Whole Blood for Mass Cytometry (CyTOF)"" protocol, what is the step-by-step procedure for intracellular staining of fixed whole blood samples, starting from preparation of the permeabilization buffer through to the wash after incubation wi",Immunophenotyping and Intracellular Staining of Fixed Whole Blood for Mass Cytometry (CyTOF),10.21769/bioprotoc.5004,Immunophenotyping and Intracellular Staining of Fixed Whole Blood  for Mass Cytometry (CyTOF),BIO-PROTOCOL,2020,journal-article,0.995,high
330,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'WELL'","If a researcher needed a concise overview of just the post-electroporation handling of mammalian cells in this electroporation protocol, what key steps summarize the wash and recovery phases? Please provide the experimental protocol to solve this problem.",,,,,,,,
332,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microarray'","Within the immunohistochemistry workflow for detecting SARS-CoV-2 nucleocapsid protein, what steps make up the **primary antibody incubation** procedure, including conditions for dilution and temperature? Please provide the experimental protocol to solve this problem.",,,,,,,,
335,culture,unverifiable,no_culture_raw,"In the elution stage of the SARS-CoV-2 nucleic acid extraction protocol, what are the detailed steps required to recover purified nucleic acids from the magnetic beads? Please provide the experimental protocol to solve this problem.",,,,,,,,
336,culture,unverifiable,no_culture_raw,"In the SARS-CoV-2 nucleic acid extraction protocol, what are the step-by-step actions required during the initial ""Adsorption"" stage where nucleic acids bind to magnetic beads? Please provide the experimental protocol to solve this problem.",Adsorption,10.1007/bf00879551,Upcoming adsorption meetings,Adsorption,1996,journal-article,0.526,none
346,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got '2-well'","In the ""Reversible Photoregulation of Cell–Cell Adhesions with Opto-E-cadherin"" protocol, what are the exact steps for detaching and collecting cells during the 3D clustering preparation phase, starting from the removal of growth medium up to centrifugation? Please provide the experimental protocol ",Reversible Photoregulation of Cell–Cell Adhesions with Opto-E-cadherin,10.21769/bioprotoc.4995,Reversible Photoregulation of Cell–Cell Adhesions With Opto-E-cadherin,BIO-PROTOCOL,2024,journal-article,1.0,high
348,culture,unverifiable,no_culture_raw,"For the fluorescent labeling stage in the IL-22 mRNA-loaded LNP study, what are the critical steps researchers must perform to prepare and purify the DiR-labeled nanoparticles before animal administration? Please provide the experimental protocol to solve this problem.",,,,,,,,
350,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'separate'","What are the major phases of the experimental workflow in the ""A Detailed Protocol for the Induction of Anemia and RBC Transfusion–associated Necrotizing Enterocolitis in Neonatal Mice,"" from blood preparation to intestinal injury assessment? Please provide the experimental protocol to solve this pr",A Detailed Protocol for the Induction of Anemia and RBC Transfusion–associated Necrotizing Enterocolitis in Neonatal Mice,10.21769/bioprotoc.4993,A Detailed Protocol for the Induction of Anemia and RBC Transfusion–associated Necrotizing Enterocolitis in Neonatal Mice,BIO-PROTOCOL,2024,journal-article,1.0,high
352,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microplate'","For the preparation of the bacterial pellet prior to oral gavage of Serratia marcescens, what are the necessary processing steps to obtain a resuspended pellet suitable for mouse pup administration? Please provide the experimental protocol to solve this problem.",,,,,,,,
372,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microplate'","In the ""Updated Pseudo-seq Protocol for Transcriptome-Wide Detection of Pseudouridines,"" what is the precise step-by-step procedure for RNA precipitation during the RNA purification phase, starting from the point immediately after transferring the aqueous phase? Please provide the experimental proto",Updated Pseudo-seq Protocol for Transcriptome-Wide Detection of Pseudouridines,10.21769/bioprotoc.4985,Updated Pseudo-seq Protocol for Transcriptome-Wide Detection of Pseudouridines,BIO-PROTOCOL,2024,journal-article,1.0,high
376,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'WELL'","In the ""Apolipoprotein B Secretion Assay from Primary Hepatocytes,"" what are the exact cell washing and resuspension steps performed immediately after liver tissue digestion and filtration, before seeding the cells for culture? Please provide the experimental protocol to solve this problem.",Apolipoprotein B Secretion Assay from Primary Hepatocytes,10.21769/bioprotoc.4982,Apolipoprotein B Secretion Assay from Primary Hepatocytes,BIO-PROTOCOL,2024,journal-article,1.0,high
380,culture,unverifiable,no_derived_claims,"Focusing only on the preparation and slicing phases of the TReATS protocol for ex vivo lung slices, what are the main sub-stages required to generate viable precision-cut lung slices (PCLS) before gene manipulation? Please provide the experimental protocol to solve this problem.",,,,,,,,
